8004	这台电脑是不是你的？	這颱電腦是不是你的？	zhètái diànnǎo shìbùshì nǐ de ？	This computer is not yours?
8005	你有没有收据？	你有沒有收據？	nǐ yǒuméiyǒu shōujù ？	Do you have a receipt?
8006	这本书我昨天买了。	這本書我昨天買瞭。	zhè běnshū wǒ zuótiān mǎi le 。	The book I bought yesterday.
8007	这对兄弟互相仇视。	這對兄弟互相仇視。	zhè duì xiōngdì hùxiāng chóushì 。	The brothers hate each other.
8008	他一看见我就逃走了。	他一看見我就逃走瞭。	tā yī kànjiàn wǒ jiù táozǒu le 。	He saw me and fled.
8009	我们希望世界和平。	我們希望世界和平。	wǒmen xīwàng shìjiè hépíng 。	We want peace in the world.
8010	被告在法庭上编了一个离奇的故事。	被告在法庭上編瞭一個離奇的故事。	bèigào zài fǎtíng shàngbiān le yīgè líqí de gùshi 。	The defendant in court made up a bizarre story.
8011	他继承了他父亲的财产。	他繼承瞭他父親的財産。	tā jìchéng le tā fùqīn de cáichǎn 。	He inherited his father's property.
8012	她可能错过了火车。	她可能錯過瞭火車。	tā kěnéng cuòguò le huǒchē 。	She may have missed the train.
8013	我妈妈早上早起。	我媽媽早上早起。	wǒ māma zǎoshang zǎoqǐ 。	My mother get up early in the morning.
8014	我的视力不太好。	我的視力不太好。	wǒ de shìlì bùtàihǎo 。	My eyesight is not very good.
8015	她企图自杀。	她企圖自殺。	tā qǐtú zìshā 。	She attempted suicide.
8016	我明天能见你吗？	我明天能見你嗎？	wǒ míngtiān néngjiàn nǐ mǎ ？	I see you tomorrow?
8017	他们出发去南极探险。	他們齣發去南極探險。	tāmen chūfā qù nánjí tànxiǎn 。	They started on the Antarctic expedition.
8018	你怎么定义“幸福”？	你怎麼定義“幸福”？	nǐ zěnme dìngyì “ xìngfú ” ？	How you define "happiness"?
8019	“爸爸，这是真的剑吗？”“当然，毕竟这是一场对决。”	“爸爸，這是真的劍嗎？”“當然，畢竟這是一場對決。”	“ bàba ， zhèshì zhēnde jiàn mǎ ？ ” “ dāngrán ， bìjìng zhèshì yīcháng duìjué 。 ”	"Dad, this is really the sword you?" "Of course, after all this is a duel."
8020	在这个图书馆你一次可以借三本书。	在這個圖書館你一次可以藉三本書。	zài zhège túshūguǎn nǐ yīcì kěyǐ jièsān běnshū 。	In the library you can borrow three books.
8021	你有很多朋友吗？	你有很多朋友嗎？	nǐ yǒu hěnduō péngyou mǎ ？	Do you have a lot of friends?
8022	我儿子现在和我一样高了。	我兒子現在和我一樣高瞭。	wǒ érzi xiànzài hé wǒ yīyàng gāo le 。	My son is now as tall as me.
8023	小女孩高兴地笑了。	小女孩高興地笑瞭。	xiǎon3hái gāoxìng dìxiào le 。	The little girl smiled happily.
8024	雪消失了。	雪消失瞭。	xuě xiāoshī le 。	Snow disappeared.
8025	你去看过医生了吗？	你去看過醫生瞭嗎？	nǐ qù kànguò yīshēng le mǎ ？	You went to see the doctor?
8026	现在呢？	現在呢？	xiànzài ní ？	What now?
8027	我是一名工程师。	我是一名工程師。	wǒ shì yīmíng gōngchéngshī 。	I am an engineer.
8028	哪里有人在烧书，哪里最后就烧人。	哪裏有人在燒書，哪裏最後就燒人。	nǎlǐ yǒurén zài shāoshū ， nǎlǐ zuìhòu jiù shāo rén 。	Where someone burning the book, where the last person to burn.
8029	她正在写信。	她正在寫信。	tā zhèngzài xiěxìn 。	She is writing a letter.
8030	我很累。	我很纍。	wǒ hěn lèi 。	I am very tired.
8031	那不是刀。这个才是！	那不是刀。這個纔是！	nà bùshì dāo 。 zhège cái shì ！	That's not a knife. This is!
8032	你不要学习了。	你不要學習瞭。	nǐ bùyào xuéxí le 。	You do not learn.
8033	最近我参加了一个中国朋友的婚礼，新郎和新娘是大学同学，都是中文系毕业的，他们已经恋爱五年了。	最近我參加瞭一個中國朋友的婚禮，新郎和新娘是大學同學，都是中文係畢業的，他們已經戀愛五年瞭。	zuìjìn wǒ cānjiā le yīgè zhōngguó péngyou de hūnlǐ ， xīnláng hé xīnniáng shì dàxué tóngxué ， dōu shì zhōngwénxì bìyè de ， tāmen yǐjīng liànài wǔnián le 。	I recently attended a Chinese friend's wedding, the bride and groom are university students, are the Department of Chinese graduates, they've been in love for five years.
8034	新郎现在在一家公司工作，新娘是我们的老师。	新郎現在在一傢公司工作，新娘是我們的老師。	xīnláng xiànzài zài yījiā gōngsī gōngzuò ， xīnniáng shì wǒmen de lǎoshī 。	The groom is now working in a company, the bride is our teacher.
8035	上课时她是我们的老师，下课以后是我们的朋友，而且是很好的朋友。	上課時她是我們的老師，下課以後是我們的朋友，而且是很好的朋友。	shàngkèshí tā shì wǒmen de lǎoshī ， xiàkè yǐhòu shì wǒmen de péngyou ， érqiě shì hěn hào de péngyou 。	In class she is our teacher after class is our friend, and a good friend.
8036	听说老师要结婚，大家都想参加她的婚礼。	聽說老師要結婚，大傢都想參加她的婚禮。	tīngshuō lǎoshī yào jiéhūn ， dàjiā dōu xiǎng cānjiā tā de hūnlǐ 。	I heard that the teacher wants to get married, everyone wants to attend her wedding.
8037	我们还从来没参加过中国人的婚礼呢。	我們還從來沒參加過中國人的婚禮呢。	wǒmen hái cóngláiméi cānjiā guò zhōngguó rén de hūnlǐ ní 。	We have never participated in the Chinese people's wedding yet.
8038	我们问老师：“我们可以参加你的婚礼吗？”	我們問老師：“我們可以參加你的婚禮嗎？”	wǒmen wèn lǎoshī ： “ wǒmen kěyǐ cānjiā nǐ de hūnlǐ mǎ ？ ”	We asked the teacher: "Can we come to your wedding?"
8039	老师说：“当然可以。”	老師說：“當然可以。”	lǎoshī shuō ： “ dāngrán kěyǐ 。 ”	The teacher said: "Of course."
8040	老师又说，她的婚礼跟别人不一样，我们问怎么不一样，老师不说。	老師又說，她的婚禮跟彆人不一樣，我們問怎麼不一樣，老師不說。	lǎoshī yòu shuō ， tā de hūnlǐ gēn biéren bù yīyàng ， wǒmen wèn zěnme bù yīyàng ， lǎoshī bùshuō 。	The teacher said, her wedding different from others, we do not ask how, like, the teacher did not say.
8041	她只说到时候你们就知道了。	她隻說到時候你們就知道瞭。	tā zhī shuō dàoshíhòu nǐmen jiù zhīdào le 。	She only comes when you know.
8042	婚礼那天，我们来到老师家。	婚禮那天，我們來到老師傢。	hūnlǐ nàtiān ， wǒmen láidào lǎoshī jiā 。	Wedding day, we came to the teacher's house.
8043	客人很多，大部分都是老师的同学和朋友。	客人很多，大部分都是老師的同學和朋友。	kèrén hěnduō ， dàbùfen dōu shì lǎoshī de tóngxué hé péngyou 。	Many guests, most of them are teachers classmates and friends.
8044	我们问老师：“婚礼在哪里举行？”	我們問老師：“婚禮在哪裏舉行？”	wǒmen wèn lǎoshī ： “ hūnlǐ zài nǎlǐ jǔxíng ？ ”	Our teacher asked: "Where is the wedding?"
8045	老师说：“咱们现在就出发。”	老師說：“咱們現在就齣發。”	lǎoshī shuō ： “ zánmen xiànzài jiù chūfā 。 ”	The teacher said: "Let's start now."
8046	老师和她爱人带着参加婚礼的人来到一个公园。	老師和她愛人帶著參加婚禮的人來到一個公園。	lǎoshī hé tā àiren dài zhe cānjiā hūnlǐ de rén láidào yīgè gōngyuán 。	The teacher and her lover with wedding guests came to a park.
8047	这个公园不小，有很多树，还有很多花。	這個公園不小，有很多樹，還有很多花。	zhège gōngyuán buxiǎo ， yǒu hěnduō shù ， háiyǒu hěnduō huā 。	This is not a small park, there are a lot of trees, there are a lot of flowers.
8048	老师对大家说：“我们的婚礼现在开始。”	老師對大傢說：“我們的婚禮現在開始。”	lǎoshī duì dàjiā shuō ： “ wǒmen de hūnlǐ xiànzài kāishǐ 。 ”	The teacher told us that: "Our wedding now."
8049	大家知道，今天对我们来说是一个很有意义的日子。	大傢知道，今天對我們來說是一個很有意義的日子。	dàjiā zhīdào ， jīntiān duì wǒmen láishuō shì yīgè hěn yǒu yìyì de rìzi 。	As you know, today, for us it is a very meaningful day.
8050	为了让我们和大家都记住这个日子，我请大家跟我们一起来种树。	為瞭讓我們和大傢都記住這個日子，我請大傢跟我們一起來種樹。	wèile ràng wǒmen hé dàjiā dōu jìzhu zhège rìzi ， wǒ qǐng dàjiā gēn wǒmen yī qǐlai zhòngshù 。	In order for us and we all remember this day, I invite you to come with us to plant trees.
8051	大家听了，都很高兴，觉得这个婚礼又新颖又有意义。	大傢聽瞭，都很高興，覺得這個婚禮又新穎又有意義。	dàjiā tīng le ， dōu hěn gāoxìng ， juéde zhège hūnlǐ yòu xīnyǐng yòu yǒu yìyì 。	They listened, very happy that this wedding and innovative and meaningful.
8052	十几棵树很快就种好了。	十幾棵樹很快就種好瞭。	shíjǐkē shù hěnkuài jiùzhǒng hào le 。	More than a dozen tree species better soon.
8053	这时候公园里的工人拿来了一些小纸牌。	這時候公園裏的工人拿來瞭一些小紙牌。	zhèshíhòu gōngyuán lǐ de gōngrén nálái le yīxiē xiǎo zhǐpái 。	This time the park workers brought some small cards.
8054	下面写上我们班同学的名字。	下麵寫上我們班同學的名字。	xiàmiàn xiě shàng wǒmen bān tóngxué de míngzì 。	Here write the name of our classmates.
8055	我要回来了。	我要迴來瞭。	wǒyào huílai le 。	I want to come back.
8056	钱太多了吗？	錢太多瞭嗎？	qiántàiduō le mǎ ？	Too much money yet?
8057	我把事情说明给他了。	我把事情說明給他瞭。	wǒ bǎ shìqing shuōmíng gěi tā le 。	I explain things to him.
8058	你还是留在这儿吧。	你還是留在這兒吧。	nǐ háishi liúzài zhèr ba 。	You still stay here now.
8059	我们来得及。	我們來得及。	wǒmen láidejí 。	We have time.
8060	再做一遍。	再做一遍。	zài zuò yībiàn 。	Do it again.
8061	冰冻三尺，非一日之寒。	冰凍三尺，非一日之寒。	bīngdòngsānchǐ ， fēiyīrìzhīhán 。	Rome was not built in a day.
8062	这个城镇的温泉很有名。	這個城鎮的溫泉很有名。	zhège chéngzhèn de wēnquán hěn yǒumíng 。	This famous spa town.
8063	他回家的时候已经十二点了。	他迴傢的時候已經十二點瞭。	tā huíjiā de shíhou yǐjīng shíèrdiǎn le 。	When he came home already twelve.
8064	他来找我的时候全身都是酒的味道。	他來找我的時候全身都是酒的味道。	tuòlái zhǎo wǒ de shíhou quánshēn dōu shì jiǔ de wèidao 。	He came to me when the body is the taste of wine.
8065	一开始我还真的有点怕。	一開始我還真的有點怕。	yī kāishǐ wǒ hái zhēnde yǒudiǎn pà 。	At first I really little scared.
8066	我一直不相信他。	我一直不相信他。	wǒ yīzhí bù xiāngxìn tā 。	I did not believe him.
8067	希望你不要再继续骗我了。	希望你不要再繼續騙我瞭。	xīwàng nǐ bùyào zài jìxù piàn wǒ le 。	I hope you will not continue to lie to me.
8068	这次我走，我不会再回来了。	這次我走，我不會再迴來瞭。	zhècì wǒ zǒu ， wǒ bùhuì zài huílai le 。	This time I go, I will not come back.
8069	他脚受伤了，不能再继续踢足球。	他腳受傷瞭，不能再繼續踢足球。	tā jiǎo shòushāng le ， bùnéng zài jìxù tīzúqiú 。	His feet hurt, can not continue to play football.
8070	当然。这就在商场的旁边。	當然。這就在商場的旁邊。	dāngrán 。 zhè jiù zài shāngchǎng de pángbiān 。	of course. This is next to the mall.
8071	你的学习成绩非常差，你一定要努力学习。	你的學習成績非常差，你一定要努力學習。	nǐ de xuéxíchéngjì fēicháng chāi ， nǐ yīdìng yào nǔlìxuéxí 。	Your academic performance is very poor, you have to study hard.
8072	你哥哥真优秀，学学他。	你哥哥真優秀，學學他。	nǐ gēge zhēn yōuxiù ， xuéxué tā 。	Your brother really good, learn him.
8073	他会弹钢琴。	他會彈鋼琴。	tuòhuì dàngāngqín 。	He can play the piano.
8074	离这里不远。	離這裏不遠。	lí zhèlǐ buyuǎn 。	Not far from here.
8075	有草的地方无水，有水的地方无草。	有草的地方無水，有水的地方無草。	yǒucǎo de dìfāng wúshuǐ ， yǒushuǐ de dìfāng wúcǎo 。	Grass dry place, where there is water no grass.
8076	我刚才起床了。	我剛纔起床瞭。	wǒ gāngcái qǐchuáng le 。	I just got up.
8077	我开玩笑。	我開玩笑。	wǒ kāiwánxiào 。	I'm just kidding.
8078	滚。	滾。	gǔn 。	roll.
8079	这一切对我很重要。	這一切對我很重要。	zhè yīqiè duì wǒ hěn zhòngyào 。	All this is important to me.
8080	她笑起来很美。	她笑起來很美。	tā xiào qǐlai hěn měi 。	She laughed beautiful.
8081	希望我的愿望能够实现。	希望我的願望能夠實現。	xīwàng wǒ de yuànwàng nénggòu shíxiàn 。	I hope the desire to achieve.
8082	在她生日那一天，她妈妈过世了。	在她生日那一天，她媽媽過世瞭。	zài tā shēngrì nà yītiān ， tā māma guòshì le 。	On her birthday that day, her mother passed away.
8083	蜘蛛喜欢织网。	蜘蛛喜歡織網。	zhīzhū xǐhuan zhīwǎng 。	Spider webs like.
8084	你好，世界！	你好，世界！	nǐhǎo ， shìjiè ！	Hello World!
8085	因为他是个友好的人，所以大家都喜欢他。	因為他是個友好的人，所以大傢都喜歡他。	yīnwèi tā shì ge yǒuhǎo de rén ， suǒyǐ dàjiā dōu xǐhuan tā 。	Because he is a friendly person, so everyone likes him.
8086	你想怎么做就怎么做。	你想怎麼做就怎麼做。	nǐ xiǎng zěnme zuò jiù zěnme zuò 。	You want to do on how to do it.
8087	把考试的结果告诉我。	把考試的結果告訴我。	bǎ kǎoshì de jiéguǒ gàosu wǒ 。	The result of the exam told me.
8088	这件衬衫我不喜欢。把另外一件给我看一下。	這件襯衫我不喜歡。把另外一件給我看一下。	zhèjiàn chènshān wǒ bù xǐhuan 。 bǎ lìngwài yījiàn gěi wǒ kàn yīxià 。	I do not like this shirt. The other thing to look at me.
8089	社会保障吗？他们在说什么笑话？	社會保障嗎？他們在說什麼笑話？	shèhuìbǎozhàng mǎ ？ tāmen zài shuō shénme xiàohuà ？	Social Security do? They say any jokes?
8090	这本书明年要出版。	這本書明年要齣版。	zhè běnshū míngnián yào chūbǎn 。	The book to be published next year.
8091	我从中国来的。	我從中國來的。	wǒ cóng zhōngguó lái de 。	I come from China.
8092	有时我去，有时不去。	有時我去，有時不去。	yǒushí wǒ qù ， yǒushí buqù 。	Sometimes I go and sometimes not.
8093	我不抽烟。	我不抽煙。	wǒ bù chōuyān 。	I do not smoke.
8094	是十月三日。	是十月三日。	shì shíyuè sānrì 。	It is October 3.
8095	爱屋及乌。	愛屋及烏。	àiwūjíwū 。	Aiwujiwu.
8096	她喜欢听俄罗斯流行音乐。	她喜歡聽俄羅斯流行音樂。	tā xǐhuan tīng éluósī liúxíngyīnyuè 。	She likes to listen to Russian pop music.
8097	人生不是凸的。	人生不是凸的。	rénshēng bùshì tū de 。	Life is not convex.
8098	萨尔曼·鲁西迪的《撒旦诗篇》是现代文学的真正的杰作	薩爾曼·魯西迪的《撒旦詩篇》是現代文學的真正的傑作	sàěr màn  lǔxīdí de 《 sādàn shīpiān 》 shì xiàndàiwénxué de zhēnzhèng de jiézuò	Salman Rushdie's "The Satanic Verses" is a true masterpiece of modern literature
8099	我经常做噩梦。	我經常做噩夢。	wǒ jīngcháng zuò èmèng 。	I often nightmares.
8100	大家早上好。	大傢早上好。	dàjiā zǎoshanghǎo 。	good morning everyone.
8101	多谢！	多謝！	duōxiè ！	Thank you!
8102	我可以刷卡吗？	我可以刷卡嗎？	wǒ kěyǐ shuākǎ mǎ ？	Can I pay by card?
8103	我期待您的消息。	我期待您的消息。	wǒ qīdài nín de xiāoxi 。	I look forward to your message.
8104	我在翻译。	我在翻譯。	wǒ zài fānyì 。	I was in the translation.
8105	我蛮喜欢韩国料理。	我蠻喜歡韓國料理。	wǒmán xǐhuan hánguó liàolǐ 。	I quite like Korean food.
8106	你该听妈妈的话。	你該聽媽媽的話。	nǐ gāi tīng māma dehuà 。	You should listen to my mother.
8107	“他来不来？”　“不来。”	“他來不來？”　“不來。”	“ tuòlái bulái ？ ” 　 “ bù lái 。 ”	"His coming?" "Do not come."
8108	你的眼睛为什么那么大？	你的眼睛為什麼那麼大？	nǐ de yǎnjīng wèishénme nàme dà ？	Why are your eyes so big?
8109	我想去利沃夫……	我想去利沃夫……	wǒ xiǎng qù lìwòfū  	I want to go to Lviv ......
8110	纸容易着火。	紙容易著火。	zhǐ róngyì zháohuǒ 。	Paper burns easily.
8111	约翰住在哪里？	約翰住在哪裏？	yuēhàn zhù zài nǎlǐ ？	John live?
8112	把她哭的理由告诉我。	把她哭的理由告訴我。	bǎ tā kū de lǐyóu gàosu wǒ 。	The reason I tell her cry.
8113	把这个词在你的词典查一查。	把這個詞在你的詞典查一查。	bǎ zhège cí zài nǐ de cídiǎn cháyīchá 。	Put the word in your dictionary check.
8114	我不懂得詹姆斯为什么一直给他的妻子吹毛求疵。	我不懂得詹姆斯為什麼一直給他的妻子吹毛求疵。	wǒ bù dǒngde zhānmǔsī wèishénme yīzhí gěi tā de qīzi chuīmáoqiúcī 。	I do not understand why James has been giving his carping wife.
8115	我在东京生长的。	我在東京生長的。	wǒ zài dōngjīng shēngzhǎng de 。	I was in Tokyo growth.
8116	对我来说，是质量不如数量。	對我來說，是質量不如數量。	duì wǒ láishuō ， shì zhìliàng bùrú shùliàng 。	For me, the quality is not as good as quantity.
8117	不停地下雨。	不停地下雨。	bùtíng dì xiàyǔ 。	Non-stop rain.
8118	我这个笑话没得到。	我這個笑話沒得到。	wǒ zhège xiàohuà méi dédào 。	I did not get the joke.
8119	火星上也有猫。	火星上也有貓。	huǒxīng shàng yě yǒu māo 。	There are cats on Mars.
8120	你坐火车去吗？	你坐火車去嗎？	nǐ zuòhuǒchē qù mǎ ？	You take the train to go?
8121	他既不喜欢棒球，又不喜欢足球。	他既不喜歡棒球，又不喜歡足球。	tā jì bù xǐhuan bàngqiú ， yòu bù xǐhuan zúqiú 。	He does not like baseball, do not like football.
8122	你在日本已待了多久？	你在日本已待瞭多久？	nǐ zài rìběn yǐdài le duōjiǔ ？	How long have you been in Japan?
8123	她的英语好极了。	她的英語好極瞭。	tā de yīngyǔ hǎojíliǎo 。	Her English was very good.
8124	我每六小时量一次体温。	我每六小時量一次體溫。	wǒ měi liùxiǎoshí liàng yīcì tǐwēn 。	I once every six hours the amount of body temperature.
8125	她每天早上在厨房帮她妈妈准备早饭。	她每天早上在廚房幫她媽媽準備早飯。	tā měitiān zǎoshang zài chúfáng bāng tā māma zhǔnbèi zǎofàn 。	Every morning she helps her mother in the kitchen to prepare breakfast.
8126	“你喜欢蛇吗？”“当然不喜欢。”	“你喜歡蛇嗎？”“當然不喜歡。”	“ nǐ xǐhuan shé mǎ ？ ” “ dāngrán bù xǐhuan 。 ”	"Do you like snakes?" "Of course, do not like."
8127	我需要写一封信。你有纸吗？	我需要寫一封信。你有紙嗎？	wǒ xūyào xiě yīfēngxìn 。 nǐ yǒu zhǐ mǎ ？	I need to write a letter. Do you have paper?
8128	你不知道他两年前死了吗？	你不知道他兩年前死瞭嗎？	nǐ bù zhīdào tā liǎngnián qiánsǐ le mǎ ？	You do not know two years ago he dead?
8129	他生来就是个艺术家。	他生來就是個藝術傢。	tā shēnglái jiùshì ge yìshùjiā 。	He was a born artist.
8130	每次他来这儿，他都点同样的菜。	每次他來這兒，他都點同樣的菜。	měicì tuòlái zhèr ， tā dōu diǎn tóngyàng de cài 。	Every time he comes here, he orders the same dish.
8131	听众中有学生、老师还有职员，等等。	聽眾中有學生、老師還有職員，等等。	tīngzhòng zhōngyǒu xuésheng  lǎoshī háiyǒu zhíyuán ， děngděng 。	Audience students, teachers as well as staff, and so on.
8132	她给她爸爸织了一件毛衣。	她給她爸爸織瞭一件毛衣。	tā gěi tā bàba zhī le yījiàn máoyī 。	She gave her father knit a sweater.
8133	他昨天下午来看我。	他昨天下午來看我。	tā zuótiānxiàwǔ láikàn wǒ 。	He came to see me yesterday afternoon.
8134	他们饿了。	他們餓瞭。	tāmen è le 。	They are hungry.
8135	哪个聪明的小孩都会做。	哪個聰明的小孩都會做。	nǎge cōngming de xiǎohái dōu huì zuò 。	Which smart kid would do.
8136	我有一个女儿。	我有一個女兒。	wǒ yǒu yīgè nǚér 。	I have a daughter.
8137	我承认他是对的。	我承認他是對的。	wǒ chéngrèn tā shì duì de 。	I admit he was right.
8138	我的血压很低。	我的血壓很低。	wǒ de xuèyā hěn dī 。	My blood pressure is very low.
8139	他又犯了同样的错误。	他又犯瞭同樣的錯誤。	tā yòu fàn le tóngyàng de cuòwù 。	He made the same mistake.
8140	太贵了！	太貴瞭！	tàiguì le ！	too expensive!
8141	他喝完了他的啤酒，又再叫了一杯。	他喝完瞭他的啤酒，又再叫瞭一杯。	tā hèwán le tā de píjiǔ ， yòu zài jiào le yībēi 。	He finished his beer, and then told a cup.
8142	Brent是美国人，但是他说日语好得就像是他的母语一样。	Brent是美國人，但是他說日語好得就像是他的母語一樣。	brent shì měiguó rén ， dànshì tā shuō rìyǔ hào de jiù xiàngshì tā de mǔyǔ yīyàng 。	Brent is an American, but he said the Japanese are like too good to his mother tongue.
8143	日本出口很多汽车到国外。	日本齣口很多汽車到國外。	rìběn chūkǒu hěnduō qìchē dào guówài 。	Many Japanese car exports to foreign countries.
8144	我喜欢茶。	我喜歡茶。	wǒ xǐhuan chá 。	I like tea.
8145	他把他的狗叫作Popeye。	他把他的狗叫作Popeye。	tā bǎ tā de gǒu jiàozuò popeye 。	He put his dog called Popeye.
8146	我酷爱高尔夫。	我酷愛高爾夫。	wǒ kùài gāoěrfū 。	I love golf.
8147	我结婚了。	我結婚瞭。	wǒ jiéhūn le 。	I'm married.
8148	一群年轻人抢了我的钱。	一群年輕人搶瞭我的錢。	yīqún niánqīngrén qiǎng le wǒ de qián 。	Group of young men robbed my money.
8149	我和往常一样起得很早。	我和往常一樣起得很早。	wǒ hé wǎngcháng yīyàng qǐde hěnzǎo 。	I got up early as usual.
8150	你肚子饿吗？	你肚子餓嗎？	nǐ dùzǐè mǎ ？	are you hungry?
8151	我肚子饿极了。	我肚子餓極瞭。	wǒ dùzi èjíliǎo 。	I was very hungry.
8152	他主动帮他妈妈做家务。	他主動幫他媽媽做傢務。	tā zhǔdòng bāng tā māma zuò jiāwù 。	He offered to help his mother with the housework.
8153	他丢脸了。	他丟臉瞭。	tā diūliǎn le 。	He humiliated.
8154	天气预报一点也不可靠。	天氣預報一點也不可靠。	tiānqìyùbào yīdiǎn yě bù kěkào 。	The weather forecast is not reliable.
8155	我高兴得跳了起来。	我高興得跳瞭起來。	wǒ gāoxìng de tiào le qǐlai 。	I jumped for joy.
8156	不如一起去看电影吧。	不如一起去看電影吧。	bùrú yīqǐ qù kàn diànyǐngbā 。	Better to go to the movies together.
8157	汤姆是这队棒球队的队长。	湯姆是這隊棒球隊的隊長。	tāngmǔ shì zhèduì bàngqiúduì de duìzhǎng 。	Tom is the captain of this baseball team.
8158	我们毕业的时候送了一个桌上时钟给他作为谢礼。	我們畢業的時候送瞭一個桌上時鐘給他作為謝禮。	wǒmen bìyè de shíhou sòng le yīgè zhuōshàng shízhōng gěituò zuòwéi xièlǐ 。	Our graduation sent to him as a desk clock honorarium.
8159	我三时左右随便吃了点东西。	我三時左右隨便吃瞭點東西。	wǒsānshí zuǒyòu suíbiàn chī liǎodiǎn dōngxi 。	I was about three o'clock just had something to eat.
8160	死了妻子的人叫做鳏夫。	死瞭妻子的人叫做鰥夫。	sǐ le qīzi de rén jiàozuò guānfū 。	Dead wife who called a widower.
8161	那些钱藏了在地板下面。	那些錢藏瞭在地闆下麵。	nàxiē qiáncáng le zài dìbǎn xiàmiàn 。	The money hidden under the floor.
8162	我有的，但是没带来。	我有的，但是沒帶來。	wǒ yǒu de ， dànshì méi dàilái 。	I was there, but did not bring.
8163	你要什么饮料？	你要什麼飲料？	nǐ yào shénme yǐnliào ？	What you want to drink?
8164	我要一杯冰红茶。	我要一杯冰紅茶。	wǒyào yībēi bīnggōngchá 。	I want a cup of iced tea.
8165	你喜欢吃点啥？	你喜歡吃點啥？	nǐ xǐhuan chīdiǎn shá ？	Diansha you like to eat?
8166	你可以给我一点奶油五香豆。	你可以給我一點奶油五香豆。	nǐ kěyǐ gěi wǒ yīdiǎn nǎiyóu wǔxiāngdòu 。	You can give me some cream spiced beans.
8167	你喜欢哪一块？这块还是那块？	你喜歡哪一塊？這塊還是那塊？	nǐ xǐhuan nǎyīkuài ？ zhèkuài háishi nà kuài ？	Which one do you like? This or that piece?
8168	没关系，随便哪块。	沒關係，隨便哪塊。	méiguānxi ， suíbiàn nǎkuài 。	It does not matter, just the piece.
8169	还要多少？	還要多少？	háiyào duōshǎo ？	How much should?
8170	还要一点儿。	還要一點兒。	háiyào yīdiǎnr 。	Even a little.
8171	哪一个你喜欢一点？	哪一個你喜歡一點？	nǎ yīgè nǐ xǐhuan yīdiǎn ？	Which one do you like it?
8172	我一个也不要。	我一個也不要。	wǒ yīgè yě bùyào 。	I'm a do not.
8173	我要和张先生、李先生谈谈。	我要和張先生、李先生談談。	wǒyào hé zhāng xiānsheng  lǐxiānshēng tántán 。	I want Mr. Zhang, Mr. Lee to talk about.
8174	他们两位现在太忙了，不想跟你谈。	他們兩位現在太忙瞭，不想跟你談。	tāmen liǎngwèi xiànzài tàimáng le ， bùxiǎng gēn nǐ tán 。	Both of them are now too busy, do not want to talk to you.
8175	吃点点心你看好吗？	吃點點心你看好嗎？	chīdiǎn diǎnxin nǐ kànhǎo mǎ ？	Have a snack for you?
8176	你如果高兴，就吃一点吧。	你如果高興，就吃一點吧。	nǐ rúguǒ gāoxìng ， jiù chī yīdiǎn ba 。	If you're happy, eat a little of it.
8177	我不想买这样的沙发。	我不想買這樣的沙發。	wǒ bùxiǎng mǎi zhèyàng de shāfā 。	I do not want to buy this sofa.
8178	这件事情是他跟我说的。	這件事情是他跟我說的。	zhèjiàn shìqing shì tā gēn wǒ shuō de 。	This thing is he told me.
8179	那边的报纸，你给他送去。	那邊的報紙，你給他送去。	nàbian de bàozhǐ ， nǐ gěi tā sòng qù 。	Side of the newspaper, you sent him.
8180	像这样子的再好一点儿的，你要吗？	像這樣子的再好一點兒的，你要嗎？	xiàng zhè yàngzi de zài hào yīdiǎnr de ， nǐ yào mǎ ？	Like a little better like this, you want it?
8181	你钱或者信用卡带来没有？	你錢或者信用卡帶來沒有？	nǐ qián huòzhě xìnyòngkǎ dàilái méiyǒu ？	You bring no money or credit card?
8182	我去把老王找来。	我去把老王找來。	wǒ qù bǎ lǎowáng zhǎo lái 。	I got to go to the Pharaoh.
8183	他把那么难做的活儿丢给我。	他把那麼難做的活兒丟給我。	tā bǎ nàme nán zuò de huór diū gěi wǒ 。	He threw me so hard to do the job.
8184	我把六扇窗都关上了。	我把六扇窗都關上瞭。	wǒ bǎ liùshàn chuāng dōu guānshàng le 。	I put six windows were all shut.
8185	大家吹吹电扇。	大傢吹吹電扇。	dàjiā chuī chuī diànshàn 。	We blow fan.
8186	地上拿扫帚扫一扫。	地上拿掃帚掃一掃。	dìshang ná sàozhou sǎoyīsǎo 。	Sweep the floor with a broom.
8187	我们常常把英国和日本作比较。	我們常常把英國和日本作比較。	wǒmen chángcháng bǎ yīngguó hé rìběn zuò bǐjiào 。	We often compare the United Kingdom and Japan.
8188	我今晨看见了一个天使。	我今晨看見瞭一個天使。	wǒ jīnchén kànjiàn le yīgè tiānshǐ 。	This morning I saw an angel.
8189	算了。	算瞭。	suànle 。	Forget it.
8190	那么，咱们走吧。	那麼，咱們走吧。	nàme ， zánmen zǒu ba 。	Well, let's go.
8191	有的人是好的，有的人是坏的。	有的人是好的，有的人是壞的。	yǒu de rén shì hào de ， yǒu de rén shì huài de 。	Some people are good, some are bad people.
8192	您也来参加吧！	您也來參加吧！	nín yě lái cānjiā ba ！	You also come join us!
8193	我们先吃饭，然后去。	我們先吃飯，然後去。	wǒmen xiān chīfàn ， ránhòu qù 。	We eat first, then go.
